id;Nazionalità;Nome
33069;Cambodian;Nhem Ein
33070;Dutch;Bertjan Pot
33071;Sconosciuta;Moooi
33072;American;Samuel Cabot Cochran
33073;American;SMIT Sustainably Minded Interactive Technology, LLC
33078;American;Benjamin Aranda
33079;American;Chris Lasch
33080;American;Aranda/Lasch
33082;Swiss;International Electrotechnical Commission 
33095;Israeli;Oded Ezer
33097;British;James King
33112;Slovak;Tomáš Gabzdil Libertíny
33113;Sconosciuta;Studio Libertiny
33114;Dutch;Simon Heijdens
33115;British;Rachel Wingfield
33116;Austrian;Mathias Gmachl
33117;British;Loop, pH
33129;American;Barrett Lyon
33130;American;The Opte Project
33131;American;Matthew Pillsbury
33143;American;Lisa Strausfeld
33145;German;Christian Marc Schmidt
33146;Japanese;Takaaki Okada
33147;American;Eben Eliason
33148;American;Walter Bender
33149;American;One Laptop per Child
33150;Italian;Marco Pesenti Gritti
33152;American;Red Hat, Inc.
33156;American;Jonathan Harris
33158;American;Sep Kamvar
33165;Brazilian;Fernanda Bertini Viégas
33166;American;Martin Wattenberg
33171;American;Aesthetics + Computation Group
33190;American;Evan Roth
33191;British;Theo Watson
33195;American;Nicholas Negroponte
33196;American;Mary Lou Jepsen
33197;Swiss;Yves Béhar
33198;Canadian;Jacques Gagné
33199;American;Gecko Design
33200;American;Bret Recor
33201;American;Colin Bulthaup
33202;American;Squid Labs
33203;Taiwanese;Quanta
33206;German;Tim Edler
33207;German;Jan Edler
33208;German;realities:united
33210;British;Crispin Jones
33214;Austrian;Gregor Zivic
33215;Sconosciuta;Ines Lombardi
33216;Sconosciuta;G.R.A.M.
33217;Swiss;Olaf Breuning
33218;Austrian;Bernhard Fruehwirth
33219;Sconosciuta;Jack Hauser
33220;Sconosciuta;Barbara Kraus
33221;Dutch;Jan Ritsema
33222;Bosnian;Maja Bajevic
33226;American;Scott Christensen
33245;British;Nicolas Roope
33246;British;Hulger
33278;Argentine;Alejandro Xul Solar
33289;South African;Laura Kurgan
33290;American;Eric Cadora
33291;American;David Reinfurt
33292;American;Sarah Williams
33293;American;Spatial Information Design Lab
33294;American;Graduate School of Architecture, Planning and Preservation, Columbia University
33301;New Zealander;Michael Watling
33302;New Zealander;Opdo Limited
33342;American;Google Inc.
33357;Japanese;Kazuhiro Ueno
33362;Sconosciuta;IDEA International Co., Ltd.
33369;American;Josh Smith
33370;American;Christopher Blizzard
33371;American;Mark Foster
33372;American;Rebecca Allen
33373;Greek;Michail Bletsas
33374;American;V. Michael Bove
33386;American;Brian Belott
33388;Brazilian;Paulo Mendes da Rocha
33390;Italian;Carlo Bimbi
33393;American;Mark Bradford
33395;American;Joshua Mosley
33398;Colombian;Leo Matiz
33444;Sconosciuta;Decca Records
33445;American;Elmer Bernstein
33449;Sconosciuta;Capitol Records
33470;Polish;Leszek Holdanowicz
33473;Polish;Lech Majewski
33474;Sconosciuta;Richard Davis
33501;American;Duke Ellington
33646;Irish;Willie Doherty
33647;Dutch;Lonnie van Brummelen
33655;American;H.H. Blakesly
33693;Dutch;Irma Boom
33707;Sconosciuta;Zumtobel Lighting GmbH
33737;French;Robert Cahen
33739;Sconosciuta;Jean Chetaille
33748;British;Mark Leckey
33750;Italian;Paolo Canevari
33751;British;Will Duke
33760;South African;Vuyile Voyiya
33798;South African;Senzeni Marasela
33801;Italian;Internotredici Associati
33802;Italian;Gianni Ferrara
33803;Italian;Nilo Giocchini
33812;South African;Charles Nkosi
33825;American;Aleksandra Mir
33830;American;Georgianna Stout
33837;Scottish;Geoffrey Mann
33845;American;John Hubley
33849;American;Albin Johnson
33865;Brazilian;Ivan Serpa
33908;Belgian;Jan De Cock
33913;American;Trisha Donnelly
33915;American;Huma Bhabha
33942;German;Karl-Peter Röhl
33943;Argentine;Alejandro Puente
33945;Brazilian;Abraham Palatnik
33965;American;Sam Durant
33981;American;Sara VanDerBeek
33984;German;Kurt Schmidt
33993;Brazilian;Antonio Manuel
34027;American;Guyton\Walker
34037;American;Emily Hubley
34045;American;Richard Jost
34054;British;Jack Strange
34056;American;Steven Parrino
34062;American;Frederick Wiseman
34064;Brazilian;João Moreira Salles
34065;Spanish;Pere Portabella
34066;Czech;Milos Forman
34067;Sconosciuta;David Strohmaier
34069;American;Gary Winick
34070;Sconosciuta;Michael Mann
34071;Sconosciuta;Bill Condon
34072;Chinese;John Woo
34073;Sconosciuta;Brad Silberling
34074;Sconosciuta;Mark Waters
34075;Sconosciuta;Richard Linklater
34076;Sconosciuta;Anthony Minghella
34077;Sconosciuta;Trey Parker
34078;British;Paul Greengrass
34111;British;David Bowie
34113;Sconosciuta;Robert Pasut
34124;Polish;Alina Szapocznikow
34131;Dutch;Wieki Somers
34141;American;Benjamin Wheeler Howes
34147;American;Teddy Cruz
34153;American;Estudio Teddy Cruz + Forman
34168;Sconosciuta;Kengo Kuma & Associates
34174;Dutch;Richard Hutten
34184;American;John Lloyd Wright
34202;Chinese;Zhang Dali
34210;Sconosciuta;Porzellan Fabrik Gebrüder Bauscher, Weiden, Germany
34211;Sconosciuta;Königliche Porzellanmanufaktur, Meissen, Germany
34217;New Zealander;Peter Haythornthwaite
34218;Hungarian;Farkas Molnár
34219;American;Zoe Leonard
34220;German;Candida Höfer
34221;Chinese;Rong Rong
34222;Chinese;Huang Yan
34247;Austrian;Georg Teltscher
34250;American;Jonas Wood
34296;New Zealander;Haythornthwaite//Creativelab
34303;Israeli;Sigalit Landau
34307;New Zealander;Andrew Haythornthwaite
34308;New Zealander;David Haythornthwaite
34309;New Zealander;Dean Edgington
34310;American;William J. Russell
34333;American;Z Corporation
34389;American;Dara Birnbaum
34409;Israeli;Yael Bartana
34411;American;George Lois
34413;Sconosciuta;Katarzyna Kobro
34415;Sconosciuta;BBPR
34418;French;Louis-Jacques-Mandé Daguerre
34425;Italian;Gianluigi Banfi
34426;Italian;Lodovico Barbiano di Belgiojoso
34427;Italian;Enrico Peressutti
34428;Italian;Ernesto Nathan Rogers
34431;Sconosciuta;Eurocarbon BV
34451;American;Jennifer Allora
34452;Cuban;Guillermo Calzadilla
34459;American;Paul Sharits
34460;American;Svetlana Alpers
34462;French;Marine Hugonnier
34464;American;James Hyde
34465;American;Barney Kulok
34468;American;Ben Rose
34484;American;Katy Grannan
34488;Chinese;Xiao Lu
34494;American;Jamie Isenstein
34528;American;Guy de Cointet
34532;British;Isaac Julien
34536;Sconosciuta;von Foerster
34537;Austrian;Zeilinger
34539;Sconosciuta;iGuzzini illuminazione S.p.A.
34540;Austrian;Beckermann
34541;Austrian;Gilbert Bretterbauer
34542;Austrian;Martin Bruch
34543;American;einLab
34545;Austrian;Endlicher
34548;German;Groting
34549;Sconosciuta;Shini Pararajasingham
34551;American;Haim Steinbach
34555;German;Charlotte Posenenske
34557;Italian;Gilberto Corretti
34558;Italian;Paolo Deganello
34559;Italian;Massimo Morozzi
34560;Italian;Dario Bartolini
34561;Italian;Lucia Bartolini
34577;German;Sabine Hornig
34597;American;Anthony McCall
34619;Ghanaian;El Anatsui
34623;Sconosciuta;Robin Fletcher
34624;Sconosciuta;Gary Chitty
34625;Sconosciuta;Paul Richards
34626;German;Robert Koepke
34638;Sconosciuta;Eric Convents
34639;Sconosciuta;Roger Steylaerts
34650;Sconosciuta;Slavs and Tatars
34660;Sconosciuta;Gebrüder Thonet, Koritschan, Moravia 
34671;Sconosciuta;The Beatles
34673;American;Residents
34674;American;Devo
34692;Chinese;Miao Xiaochun
34699;American;Julius Shulman
34708;German;Sterling Ruby
34714;Cuban;Diango Hernandez
34722;Chinese;Ai Weiwei
34723;Chinese;Hai Bo
34724;Chinese;Hong Lei
34725;French;Pierre Missey
34727;American;Mary Beth Edelson
34728;Chinese;Sheng Qi
34729;Chinese;Weng Fen
34732;Chinese;Zheng Guogu
34734;Italian;Ercole Brini
34740;American;Philip Glass
34742;British;Tino Sehgal
34743;American;Jackson Mac Low
34764;American;Wardell Milan
34782;Afghan;Lida Abdul
34784;American;Trisha Brown
34785;Brazilian;Jessica Mein
34787;American;Leo Villareal
34788;American;Kalup Linzy
34789;Canadian;George Bures Miller
34790;Sconosciuta;Cabaret Voltaire
34791;Sconosciuta;Downtown Community TV Center
34792;Sconosciuta;Fishbone
34793;Sconosciuta;Raindance Corporation
34794;British;Test Dept.
34795;British;Coil
34796;American;TVTV
34797;German;Ulay
34798;Sconosciuta;University Community Video
34799;Sconosciuta;Video Free America
34802;Sconosciuta;John Evan Hughes
34803;British;Marc Camille Chaimowicz
34804;Taiwanese;Shu Lea Cheang
34805;American;Stevenson J. Palfi
34806;American;Doris Cross
34807;Sconosciuta;Pierre Binggeli
34808;Sconosciuta;Jill Godmilow
34809;American;Joan La Barbara
34810;Sconosciuta;Adam Friedman
34811;Japanese;Akira Kurosaki
34812;American;Alex Weil
34813;American;Angel Velasco Shaw
34814;British;Annabel Jankel
34816;Canadian;Ardele Lister
34817;American;Arthur Ginsberg
34818;Japanese;Ayumi Shino
34819;American;Barbara Buckner
34820;American;Bill Seaman
34821;American;Bob Giraldi
34822;American;Bob Sabiston
34823;American;Branda Miller
34824;French;Brice Dellsperger
34825;British;Bruce Gowers
34826;Sconosciuta;Charlie Levi
34827;Sconosciuta;Chen Jue
34828;Sconosciuta;Chuck Statler
34829;American;Claude Beller
34830;Canadian;Colin Campbell
34831;American;Dale Hoyt
34832;American;Daniel Reeves
34833;Sconosciuta;David Hogan
34834;Sconosciuta;David Mallet
34835;American;Davidson Gigliotti
34836;Sconosciuta;Dean Winkler
34837;American;Diane Bonder
34838;Swiss;Dieter Meier
34839;Russian;Dmitry Troitsky
34840;Sconosciuta;Don Munroe
34841;American;Donigan Cumming
34842;Peruvian;Elsa Cayo
34843;American;Frank Gillette
34844;American;Fred Simon
34845;Sconosciuta;Gary Glassman
34846;American;Graeme Whifler
34847;American;Gregg Bordowitz
34848;American;Greg Durbin
34849;American;Helen De Michiel
34850;Japanese;Hitoshi Nomura
34851;Israeli;Irit Batsry
34852;American;James Byrne
34853;American;Jane Veeder
34854;Sconosciuta;Jean-Bernard Menoud
34855;Sconosciuta;Jeff Stein
34856;Sconosciuta;Jim Mulligan
34857;American;Joan Logue
34858;American;Joe Dea
34859;Sconosciuta;John DeGraaf
34860;American;John Reilly
34861;American;John Sanborn
34862;American;Jon Alpert
34863;American;Jud Yalkut
34864;American;Judith Barry
34865;American;Jules Backus
34866;Japanese;Keiko Tsuno
34867;American;Ken Feingold
34868;American;Ken Kobland
34869;British;Kevin Godley
34870;Japanese;Kyoko Michishita
34871;British;Lol Crème
34872;Japanese;Mao Kawaguchi
34873;American;Mark Magill
34874;American;Mary McFerran
34875;American;Matthew Geller
34876;American;Michael Nesmith
34877;American;Michael Shamberg
34878;American;Michael Smith
34879;American;Mickey McGowan
34880;Sconosciuta;Mindy Faber
34881;American;Miranda July
34882;American;Nancy Buchanan
34883;American;Neil Goldberg
34884;Canadian;Norman Cohn
34885;Russian;Olga Stolpovskaya
34886;American;Paul Dougherty
34887;British;Paul Harrison
34888;American;Paul Ryan
34889;British;Peter Care
34890;Hungarian;Péter Forgács
34891;Sconosciuta;Philippe Gautier
34892;American;Phyllis Baldino
34893;Finnish;Pia Lindman
34894;British;Pratibha Parmar
34896;British;Ralph Hocking
34897;American;Richard Foreman
34898;Australian;Richard Lowenstein
34899;American;Robert Farber
34900;Sconosciuta;Robert Withers
34901;British;Rocky Morton
34902;American;Sadie Benning
34904;Sconosciuta;Sandy McLeod
34906;Sconosciuta;Sherry Miller
34907;Chinese;Shi Jian
34908;American;Simone Forti
34909;American;Skip Blumberg
34910;American;Skip Sweeney
34911;American;Spike Jonze
34912;American;Stefan Moore
34913;American;Stephen Beck
34914;American;Stephen Laub
34915;Canadian;Steve Reinke
34916;British;Stuart Marshall
34917;American;Stuart Sherman
34918;Sconosciuta;Susan Milano
34919;Mexican;Teodoro Maus
34920;French;Thierry Kuntzel
34921;British;Thomas Dolby
34922;American;Toni Basil
34923;Japanese;Tsuneo Nakai
34924;German;Ulrike Rosenbach
34925;American;Vanalyne Green
34926;Native American;Victor Masayesva, Jr.
34928;Canadian;William Dear
34929;Japanese;Yasuo Shinohara
34930;Canadian;Zacharias Kunuk
34931;Polish;Zbigniew Rybczynski
34933;British;Mick Rock
34934;Sconosciuta;Stanley Dorfman
34935;Sconosciuta;Jim Yukich
34936;British;Julien Temple
34937;American;Tony Cokes
34938;American;Tony Labat
34939;Sconosciuta;Steve Barron
34940;British;Tim Pope
34941;Sconosciuta;Carlota Schoolman
34943;Sconosciuta;Jean Baptises-Mondino
34944;American;Gus Van Sant
34945;Austrian;Rudi Dolezal
34946;Austrian;Hannes Rosacher
34947;American;Mark Romanek
34948;American;Matthew Rolston
34949;American;Sam Bayer
34950;Italian;Floria Sigismondi
34951;Sconosciuta;Dom + Nic
34952;Sconosciuta;Walter Stern
34953;Sconosciuta;Marcus Viner
34979;French;Louis Lafon
34990;Sconosciuta;Arista Records
35002;Sconosciuta;Epic Records
35022;Sconosciuta;Virgin Records
35059;Sconosciuta;Typosophic Society
35060;Sconosciuta;Typosophes sans frontieres
35061;Irish;Malachi Farrell
35062;British;Seamus Farrell
35063;Italian;Filippo di Giovani
35064;Mexican;Fernando Palma de Rodriguez
35066;Austrian;Hans Gross
35067;Austrian;Peter Singer
35069;Austrian;Hanns Horbiger
35070;German;Otto E. Rossler
35075;Brazilian;Efrain Almeida
35076;Austrian;Gerhard Grossing
35080;Colombian;Raimond Chaves
35082;Peruvian;Gilda Mantilla
35086;American;Margaret E. Knight
35105;Italian;Alfonso Bialetti
35115;Swiss;Karl Elsener
35122;Austrian;Heinz Gappmayr
35129;Sconosciuta;Bialetti Industrie Sp.A., Italy
35130;Austrian;Gertrud Fischbacher
35134;American;Harrell Fletcher
35135;French;Meubles TV
35143;Sconosciuta;Diller Scofidio + Renfro
35145;German;Josephine Meckseper
35152;Brazilian;Cao Guimarães
35159;Chinese;Cao Fei
35162;Argentine;David Lamelas
35165;German;Brüder Rasch
35204;American;Batiste Madalena
35207;American;FXFOWLE
35212;American;Shannon Ebner
35225;Sconosciuta;Art Workers' Coalition
35251;Danish;Sergej Jensen
35252;Dutch;Aernout Mik
35266;American;Harry Dodge
35267;American;Stanya Kahn
35270;Japanese;Yui Kugimiya
35282;Pakistani;Seher Shah
35285;Lebanese;Walid Raad
35288;Danish;Joachim Koester
35295;American;Alex Hubbard
35333;British;Beca Lipscombe
35340;Indian;Amar Kanwar
35343;British;Atelier
35353;Brazilian;José Resende
35380;American;A. Lawrence Kocher
35392;Pakistani;Bani Abidi
35399;German;Peter Roehr
35401;Sconosciuta;Magis SpA
35406;British;Liza Béar
35409;Brazilian;Jarbes Lopes
35419;New Zealander;Martin Campbell
35420;British;Bonnie Camplin
35421;Italian;Enrico David
35422;Scottish;Alasdair Gray
35423;British;Linder [Linda Sterling]
35425;Sconosciuta;Yeondoo Jung
35426;American;Patty Chang
35427;American;David Kelley
35429;British;Julian Jarrold
35430;American;Joshua Marston
35431;American;Robert Rodriguez
35432;American;Frank Miller
35433;American;Paul Auster
35434;Sconosciuta;Robert Shaye
35435;British;Stephen Frears
35436;Sconosciuta;Gavin Hood
35437;Sconosciuta;Roger Michell
35438;Sconosciuta;Ronald Bronstein
35439;British;Derek Jarman
35440;French;Pascale Ferran
35448;Ukrainian;Alexander Roitburd
35449;American;Alix Pearlstein
35450;Canadian;Anne Ramsden
35452;German;Barbara Hammann
35453;Canadian;Bernar Hébert
35455;American;Bob Snyder
35460;American;Bruce Yonemoto
35461;American;Norman Yonemoto
35462;Sconosciuta;Ou Ning
35463;American;Cara DeVito
35465;Chilean;Catalina Parra
35466;British;Chris Cunningham
35467;British;Aphex Twin
35468;German;Claudia Von Alemann
35469;Chilean;CADA 
35470;Japanese;Daizaburo Harada
35471;Japanese;Haruhiko Shono
35472;American;Dan Sandin
35473;Belgian;Danièle Nyst
35474;Belgian;Jacques Louis Nyst
35475;Swiss;Danielle Jaeggi
35476;Sconosciuta;David Blair
35477;Belgian;David Claerbout
35478;American;David Cort
35479;Canadian;Deanna Kamiel
35480;Canadian;Dennis Day
35482;Yugoslav;Dimitrije Martinovic
35483;Sconosciuta;Disarmament Video Survey Collection
35484;American;Donald Fagen
35485;American;Doug Hall
35486;Canadian;Doug Melnyck
35487;Dutch;Wim T Schippers
35496;Sconosciuta;Yoko Maruyama
35497;Sconosciuta;Karen Ranucci
35498;Sconosciuta;Victor Sanchez
35499;Chinese;Duan Jinchuan
35500;American;Ed Bowes
35501;American;Edward Rankus
35502;Canadian;Elizabeth van der Zaag
35503;American;Ellen Spiro
35504;Uruguayan;Enrique Aguerre
35505;Canadian;Eric Metcalfe
35506;Canadian;Ernest Gusella
35507;Spanish;Francesc Torres
35508;Japanese;Fujiko Nakaya
35509;Japanese;Hakudo Kobayashi
35510;Hungarian;Gabor Body
35511;British;Garth Jennings
35512;Sconosciuta;R.E.M.
35513;Chilean;Gloria Camiruaga
35514;Chilean;Pablo Lavin
35515;Hungarian;Gusztáv Hámos
35516;Israeli;Guy Ben-Ner
35517;German;Hans Breder
35518;Japanese;Hironori Terai
35519;Japanese;Hitoshi Takekiyo
35520;British;Ian Breakwell
35522;American;Beryl Korot
35523;Canadian;Jan Peacock
35524;American;Jean Carlomusto
35525;French;Jean-Baptiste Mondino
35526;Canadian;Jeanette Reinhardt
35529;French;Jöelle de la Casinière
35530;British;John Adams
35531;Brazilian;Jorge Furtado
35532;American;Julie Gustafson
35534;Japanese;Jun Okazaki
35535;Japanese;Emi Segawa
35537;American;Kathy High
35538;Japanese;Katsuhiro Yamaguchi
35539;Japanese;Katsuya Taka
35540;Japanese;Keigo Yamamoto
35541;American;Kit Galloway
35542;American;Sherrie Rabinowitz
35543;Chilean;Klaudia Kemper
35544;German;Klaus vom Bruch
35545;German;Heike-Melba Fendel
35546;Japanese;Ko Nakajima
35547;Belgian;Koen Theys
35548;Japanese;Kumiko Kushiyama
35549;Japanese;Kunio Noda
35550;American;Laura Cottingham
35551;Chinese;Li Hong
35552;Chinese;Liang Yue
35553;American;Linda Goode Bryant
35554;American;Laura Poitras
35555;Canadian;Kim Tomczak
35557;Chinese;Lu Chunsheng
35558;Canadian;Luc Bourdon
35561;American;Lyn Blumenthal
35562;Sconosciuta;Carole Klonarides
35563;Dutch;Madelon Hooykaas
35564;Scottish;Elsa Stansfield
35565;Sconosciuta;Makoto Shinkai
35566;Chilean;Marcela Poch
35567;Brazilian;Marcelo Tas
35568;Brazilian;Fernando Meirelles
35569;Canadian;Margaret Moores
35570;American;Max Almy
35571;American;Maxi Cohen
35573;Sconosciuta;Melodie McDaniel
35574;Czech;Michael Klier
35575;French;Michel Gondry
35576;French;Olivier Gondry
35577;American;Michelle Parkerson
35578;Japanese;Morihiro Wada
35579;American;Nan Hoover
35580;Japanese;Naoko Karotsuka
35581;Japanese;Naoko Tosa
35582;Canadian;Nelson Henricks
35583;Chilean;Nestor Olhagaray
35584;Sconosciuta;New Orleans Video Access Center
35585;Sconosciuta;Andy Kolker
35586;Sconosciuta;Louis Alvarez
35587;Japanese;Nobuhiro Kawanaka
35588;Japanese;Noriyuki Okuda
35591;Sconosciuta;Optic Nerve
35592;Sconosciuta;Lynn Adler
35593;Sconosciuta;Bill Bradbury
35594;Japanese;Osamu Nagata
35597;American;Dimitri Devyatkin
35599;Canadian;Paul Wong
35600;Canadian;Paulette Phillips
35601;Canadian;Geoffrey Shea
35602;American;Philip G. Atwell
35603;American;Dr. Dre
35604;German;Philip Virus
35605;German;Alec Empire
35608;Brazilian;Rafael França
35609;Canadian;Robert Morin
35610;American;Roman Coppola
35611;Kyrgyzstani;Roman Maskalev
35612;Kyrgyzstani;Maxim Boronilov
35613;American;Ros Barron
35615;Sconosciuta;Sachiko Hamada
35616;Sconosciuta;Scott Sinkler
35617;Croatian;Dalibor Martinis
35618;American;Sara Diamond
35620;Japanese;Satoshi Ono
35622;Japanese;Shoichiro Azuma
35623;Japanese;Shuntaro Tanikawa
35624;Japanese;Shuji Terayama
35625;Sconosciuta;Ween
35626;American;Steve Fagin
35627;Canadian;Susan Rynard
35628;Sconosciuta;Takahiko Imura
35629;Japanese;Tetsuo Mizuno
35630;Sconosciuta;Tim Hope
35631;Sconosciuta;King Biscuit Time
35632;Israeli;Tirtza Even
35633;Canadian;Tom Sherman
35634;Japanese;Tsurumaki Kazuya
35635;Canadian;Vern Hume
35636;Sconosciuta;Victor Huey
35637;Brazilian;Victor Lopes
35638;Brazilian;Vincent Carelli
35639;Chinese;Wang Jianwei
35641;Chinese;Xu Zhen
35642;Chinese;Yang Zhenzhong
35643;Chinese;Yau Ching
35644;Japanese;Yoshiyuki Tomino
35645;Chinese;Zhang Yuan
35646;Sconosciuta;Chi Jian
35647;Sconosciuta;Zhou Xiaohu
35660;Sconosciuta;Vega Films
35672;Sconosciuta;Bick Productions
35697;American;Perry Hoberman
35716;German;Sibylle Bergemann
35717;Sconosciuta;Anita Thacher
35728;Dutch;Willem de Ridder
35733;Chilean;German Bobe
35734;Sconosciuta;Video Information Center
35744;Sconosciuta;deepdesign
35745;Sconosciuta;Tecnodelta S.p.A., Italy
35746;Sconosciuta;Ivy Rutzky
35796;American;Henry Flynt
35811;American;James Victore
35817;American;Esther Bubley
35850;Icelandic;Elias Hjörleifsson
35858;Sconosciuta;Patrick Blackwell
35865;American;ACT UP 
35866;Italian;Matteo Bazzicalupo
35867;Italian;Raffaella Mangiarotti
35873;German;Clemens Weisshaar
35874;German;Christoph Weisshaar
35875;French;Charles Martin
35890;Sconosciuta;Joseph Charles Parker
35895;French;Alfred Choubrac
35898;Dutch;Jorre van Ast
35902;Japanese;Tabaimo
35906;Chilean;Lotty Rosenfeld
35907;Brazilian;Eder Santos
35908;American;Alan Scarritt
35909;Colombian;Sandra Llano-Mejia
35910;Sconosciuta;Alex Poruchnyk
35911;Sconosciuta;Diane Poitras
35912;American;Rita Myers
35913;Sconosciuta;Margarita D'Amico
35914;Sconosciuta;Manuel Manzano
35916;Sconosciuta;Marc Paradis
35917;Canadian;François Girard
35925;American;Alexander Isley
35934;Sconosciuta;bv Koninklijke van Kempen & Begeer, The Netherlands
35938;Sconosciuta;Diamond Match Company
35953;Swiss;Silvia Bächli
35954;Sconosciuta;One Off Ltd.
35969;Sconosciuta;Barkow Leibinger Architects
35971;American;Frank Barkow
35972;German;Regine Leibinger
35975;American;Blake Rayne
35977;German;Christian Jankowski
35980;American;Gedi Sibony
35982;Spanish;Jordi Canudas
35983;Sconosciuta;Metalarte
35986;Swedish;Klara Liden
35987;German;Lutz Mommartz
35989;Russian;Andrei Monastyrski
35990;Sconosciuta;The Collective Actions Group
35991;Danish;Susanne Bier
35992;Norwegian;Bent Hamer
35993;Argentine;Daniel Burman
35994;French;Patrice Chéreau
36000;American;Keith Fulton
36001;American;Louis Pepe
36002;Danish;Lars von Trier
36003;French;Patrice Leconte
36004;Japanese;Hirokazu Koreeda
36005;German;Hans-Christian Schmid
36006;French;Cédric Klapisch
36007;Austrian;Hans Weingartner
36008;Canadian;Guy Maddin
36009;British;Ken Loach
36010;Swedish;Lukas Moodysson
36011;Scottish;Kevin Macdonald
36012;American;Michael Cuesta
36013;Mexican;Alfonso Cuaron
36016;American;Jim Gaylord
36025;Australian;Richard Tipping
36051;British;Robin Day
36070;American;Dean Lubensky
36077;Hungarian;Judit Reigl
36090;Chinese;Feng Mengbo
36091;Sconosciuta;Kram/Weisshaar
36116;German;Rudolf Baschant
36123;Mexican;Moris 
36155;American;Tim Burton
36157;American;Henry Selick
36203;Italian;Edizioni Brogi
36204;Italian;Carlo Brogi
36206;American;H. William Tupper
36218;American;Pach Brothers
36236;Norwegian;Olaf Martin Peder Væring
36251;American;Peter Downsbrough
36254;American;Robert H. Bergman
36259;French;Paul Gavarni
36267;American;Adolf Fassbender
36310;German;Dr. Arvid Gutschow
36315;French;Adrien Tournachon
36363;American;Matt Connors
36415;Colombian;Beatriz González
36422;Italian;Francesco Cangiullo
36433;Austrian;Ingrid Wiener
36442;American;Frank Lupo
36443;American;Daniel Rowen
36444;Sconosciuta;New York Architects
36471;American;Alison Knowles
36476;Scottish;John Moffat
36500;French;Robert Mallet-Stevens
36505;American;Sue de Beer
36511;Israeli;Shay Alkalay
36533;Canadian;Jonathan Runcio
36541;Norwegian;Lene Berg
36548;German;Rosa Loy
36550;American;Zachary Wollard
36589;Hungarian;Mihály Biró
36597;British;Unknown Artist
36605;American;Amy Granat
36606;American;Andrea Modica
36607;Japanese;Toshiko Okanoue
36614;German;Julian Rosefeldt
36615;Dutch;Guido van der Werve
36617;Belgian;Edith Dekyndt
36619;Argentine;Tomas Saraceno
36649;Sconosciuta;Fluxus Collective
36651;Sconosciuta;BBB Bonacina
36686;British;Ron Costley
36687;Sconosciuta;Peter Lyle
36688;Sconosciuta;John Andrew
36690;Sconosciuta;Carl Heideken
36721;Austrian;Grete Lihotzky
36724;German;Walter O. Grimm
36726;German;Georg Tappert
36727;German;Karl Jacob Hirsch
36730;German;Josef Achmann
36752;German;Georg Alexander Mathéy
36765;German;Willi Zierath
36776;Austrian;Aloys Wach
36779;Sconosciuta;Irwin Gershen
36781;Argentine;Grete Stern
36806;British;John Wood
36808;South African;Osiah Masekoameng
36828;Sconosciuta;Charlemagne Palestine
36834;American;Anna Halprin
36856;Japanese;Kinya Tagawa
36879;Japanese;Toshio Iwai
36881;American;Noémi Raymond
36882;Sconosciuta;F. Schumacher & Co
36892;Chinese;Song Dong
36921;French;Auguste Belloc
36922;French;Paul-Marcellin Berthier
36924;French;Alphonse Bertillon
36925;French;Eugène Constant
36926;French;Louis-Joseph Deflube
36927;French;Frédéric A. Flacheron
36928;French;André Giroux
36929;French;Paul Henry
36930;French;Auguste Vacquerie
36931;French;Louis Adolphe Humbert de Molard
36932;French;Jean-Charles Langlois
36939;Swedish;Bengt af Klintberg
36940;Danish;Eric Andersen
36941;Italian;Sylvano Bussotti
36942;Danish;Henning Christiansen
36943;Italian;Giuseppe Chiari
36944;American;Philip Corner
36946;Sconosciuta;Hi Red Center
36947;Japanese;Toshi Ichiyanagi
36948;American;Terry Jennings
36949;Austrian;György Sándor Ligeti
36950;Japanese;Yoriaki Matsudaira
36951;Canadian;Pierre Mercure
36952;German;Heinz-Klaus Metzger
36953;Swiss;Gabriel de Rumine
36954;French;Pierre Trémaux
36955;German;Tomas Schmit
36956;German;Dieter Schnebel
36957;German;Karlheinz Stockhausen
36958;American;James Tenney
36959;Japanese;Yasunao Tone
36960;German;Michael Von Biel
36961;Japanese;George Yuasa
36962;Polish;Unknown Designer
36965;Polish;Jerzy Flisak
36973;German;Jutta Koether
36978;Sconosciuta;Kavalier, Sázava
36980;American;Walead Beshty
36981;American;Daniel Gordon
36982;American;Carter Mull
36986;Sconosciuta;Rasch Brothers & Co.
36990;Sconosciuta;Renatus Kuno
36991;American;Kathy Acker
36995;Sconosciuta;Springer & Co, Loket, for Družstevní práce , Prague
36996;Japanese;Shunji Yamanaka
36997;Japanese;Jun Homma
36998;Japanese;Leading Edge Design Corp.
36999;Japanese;Genpei Akasegawa
37000;Sconosciuta;Jeff Berner
37001;Sconosciuta;Jack Coke’s Farmer’s Co-op
37002;American;Alice Hutchins
37003;Sconosciuta;Jane Knížák
37004;American;Carla Liss
37005;American;Larry Miller
37006;American;Peter Moore
37007;American;Jock Reynolds
37008;Japanese;Yoshi Wada
37009;Polish;Roman Polanski
37010;German;Rolf Jährling
37011;Sconosciuta;Herman Seidl
37013;Sconosciuta;Robinson Devor
37015;Czech;Ivan Passer
37017;Italian;Salvo 
37019;Greek;Costa Gavras
37020;Australian;Sarah Watt
37021;Japanese;Shohei Imamura
37022;Iranian;Mohammad Rasoulof
37023;American;Scott B
37024;American;Kelly Reichardt
37025;Russian;Andrei Zvyagintsev
